year;month;day;hour;minute;Par1;Par2;Par3;Par4;Rnet1;Rnet2;Rnet3;Rnet4;Rnet5
5;7;30;16;15;252.53;317.87;174.8;43.73;9.61;43.61;31.46;38.08;24.34
5;7;30;16;45;79.7900006437646;128.280000706561;155.170000073157;161.519999561022;80.0699997374108;12.1900001170955;106.999999718479;80.9999998400465;52.4799998951283
5;7;30;17;15;109.530000055351;137.870000017848;68.2699998382659;67.3999998248284;21.3899998907876;2.16999998135126;33.559999863317;13.5799998745211;23.3999999458777
5;7;30;17;45;74.76;76;57.72;44.41;-3.85;-1.82;10.45;12.25;7.35
5;7;30;18;15;52.3300000835917;52.9300000859769;38.2000000727468;40.8700000131928;3.50999997257087;4.23999997741569;6.39000001513074;12.0900000005963;9.23999999295638
5;7;30;18;45;31.2399999607483;32.0699999611764;33.3799999910293;38.4799999955518;2.45999999804579;0.529999993095126;8.78000000444815;5.96999998860975;9.0699999996836
5;7;30;19;15;40.47;36.53;30;32.53;4.13;4.24;11.15;7.73;9.06
5;7;30;19;45;24.6200000590695;23.8600000472183;20.0000000372678;21.6600000405101;-2.77999997424793;-2.02999997663307;2.66000003164039;2.19000002064638;2.39000002485765
5;7;30;20;15;18.3999999884236;17.9999999890936;15.5999999918109;16.4699999903406;-6.72000000733294;-5.27000000603013;-0.480000005844018;-2.30000000835657;-2.42000000895214
5;7;30;20;45;9.31;9.17;8.41;8.83;-11.33;-9.51;-4.24;-8.11;-8.5
5;7;30;21;15;6.2000000115903;6.07000001155303;5.8000000097269;5.93000001080767;-11.8799999979503;-10.1299999976894;-5.71999999448436;-9.21999999586327;-9.51999999619868
5;7;30;21;45;4.61999999705938;4.27999999666854;4.06999999678021;4.20999999679882;-9.93999999638936;-9.40999999865997;-4.03999999687326;-8.77999999918109;-9.38999999975805
5;7;30;22;15;4.2;4;4;4.07;-10.44;-9.61;-5.05;-9.16;-9.69
5;7;30;22;45;4.14000000022361;4;4;4.27999999921738;-9.51000000346591;-9.51000000037268;-4.14000000339137;-8.5700000021988;-9.29000000149071
5;7;30;23;15;4.06999999986972;4;4;3.99999999947888;-7.22999999575657;-7.02999999538434;-3.14999999815746;-6.97999999704077;-7.80999999724549
5;7;30;23;45;4.13;4;4;4.07;-4.34;-3.72;-0.29;-4.67;-5.66
5;7;31;0;15;4.07000000022361;4.06999999973913;4;4.26999999925464;-6.19999999306818;-5.78999999228556;-2.09999999325452;-6.1299999945589;-7.10999999459616
5;7;31;0;45;3.99999999986972;3.99999999986972;4;4.06999999962777;-5.98999999960916;-5.8800000001675;-2.06999999994417;-5.71999999923693;-6.47999999882747
5;7;31;1;15;4.13;4;4;4.2;-7.54;-7.44;-2.96;-7.29;-7.85
5;7;31;1;45;4.07000000022361;4;4;4.14000000022361;-8.4399999966459;-8.22999999705584;-2.86000000037268;-7.76999999821114;-8.54999999739125
5;7;31;2;15;4.13000000011167;4.07000000013028;4;4.06999999986972;-5.98999999544018;-5.78999999545879;-1.71999999787829;-5.7699999962777;-6.88999999691049
5;7;31;2;45;4.14;4;4.07;4;-6.31;-6.31;-2.17;-6.13;-7.24
5;7;31;3;15;4.39999999903104;4.06999999973913;4.00000000026087;4.19999999925464;-9.70999998732894;-9.1999999892296;-4.57999999101845;-8.89999998967681;-9.70999999079485
5;7;31;3;45;6.28000000349897;5.93000000346174;5.86000000346174;6.00000000335007;-9.29999999923693;-8.97999999959055;-5.03000000083752;-8.33999999895775;-8.96999999862275
5;7;31;4;15;9.67;9.47;8.67;9;-4.55;-4.34;-0.38;-3.91;-4.76
5;7;31;4;45;14.8999999805089;14.209999982335;13.3099999827077;13.929999981627;-0.750000014161777;-0.210000015391615;1.27999999381354;-0.690000012000242;-2.01000001024865
5;7;31;5;15;24.0000000169365;23.2000000167318;20.4000000131956;22.270000015522;4.03000000889631;4.96000000962216;4.96000000684904;4.55000000975244;3.97000001112969
5;7;31;5;45;28.28;27.03;24.9;26.97;2.67;4.49;4.24;3.68;3.23
5;7;31;6;15;27.6700000022733;35.729999967577;64.1299998537983;73.3299998272263;28.4199999040353;62.8299997825795;3.81000000160252;37.1299998753391;5.469999991652
5;7;31;6;45;48.6900000391214;29.3799999881817;37.7899999509772;29.9999999193563;6.1999999586452;22.7699999254422;14.2000000193374;21.9999999718408;8.35000000536012
5;7;31;7;15;34.67;35.33;44.93;53.2;21.49;37.61;17.83;25.08;8.51
5;7;31;7;45;44.899999961875;51.3799999401851;47.3799999908694;41.590000043268;17.0000000167333;38.059999998323;19.4299999940371;37.6399999531916;42.7399998724322
5;7;31;8;15;64.1300000357899;158.070000198566;170.800000229703;165.47000023056;30.3800000249022;186.310000275916;50.0500000569885;28.8499999836405;27.8299999722502
5;7;31;8;45;496.28;428.9;669.79;765.52;167.29;125.18;59.86;71.93;24.51
5;7;31;9;15;296.670000743903;332.130000360641;302.600001368438;191.270002140105;54.7700004193377;79.4600001703885;88.6599998926686;287.599999196245;29.2099999824841
5;7;31;9;45;141.789999711745;77.8599995267649;51.0999995319202;47.5199997324594;20.3099999358647;86.8000000136608;122.980000063875;124.619999696669;42.9900000256467
5;7;31;10;15;359.27;114.67;101.8;132.8;59.42;81.43;35.85;40.81;114.25
5;7;31;10;45;435.789999714827;459.239998715862;457.519998674309;140.209999972385;17.2100001573075;17.210000239334;34.02000000682;64.7599999107435;30.1000003136088
5;7;31;11;15;167.469999500616;75.6699992861179;95.1299993255371;113.729999950717;51.5600000639306;183.310000309137;251.680000405098;113.320000090378;74.9500000834727
5;7;31;11;45;162.83;331.03;146.41;313.59;151.9;157.46;150.59;112.08;109.6
5;7;31;12;15;192.929999887824;331.79999999713;111.400000130475;215.470000365672;31.1000004501954;51.050000396567;29.6500004507172;28.820000310292;110.249999997578
5;7;31;12;45;233.790000076047;433.660000189577;230.000000220733;101.789999788424;144.950000211892;63.3900000229666;0.689999946101036;67.510000072008;72.8299999303557
5;7;31;13;15;180.2;103.2;551.93;658.6;148.39;121.73;32.7;95.64;122.87
5;7;31;13;45;90.4100003346279;81.8600000795296;156.97000147193;173.170001809092;19.4600004804942;120.150000005888;25.4400000270564;87.8300000291062;27.4300003556842
5;7;31;14;15;162.130000133482;123.600000077684;104.399999902159;248.330000139884;90.7300001326443;134.950000027545;92.3800001245855;68.4999999640239;53.0800000477386
5;7;31;14;45;235.17;88.9;50.83;62.07;19.99;26.4;19.03;18.83;34.56
5;7;31;15;15;119.200000432195;187.129999633918;98.0699998239467;96.1999998728049;18.8100000043976;23.4600000109567;30.1299999586327;33.5799999450299;23.1200000426344
5;7;31;15;45;81.5199999298718;76.2799997936913;71.169999949935;110.000000025684;18.5999999996092;26.8300000062721;24.8499999901731;37.0400000064396;22.5099999988647
5;7;31;16;15;133.8;156.93;114.6;85.33;41.02;37.92;37.37;45.37;41.31
5;7;31;16;45;109.720000089741;151.380000020684;144.619999888122;158.899999725821;76.2199998688172;29.5000000313795;117.649999700814;84.45999985432;58.2999999366819
5;7;31;17;15;189.870000149171;130.99999996207;95.7299999090083;96.9299998846644;42.1599999366092;21.3899999849061;43.9499998628331;28.4299998957196;29.1499999457474
5;7;31;17;45;65.45;64.76;46.48;48;7.38;7.48;13.31;12.69;12.21
5;7;31;18;15;53.9300000429325;49.4000000572434;39.8000000248949;50.9999999888197;11.3699999851301;8.77999999515518;14.0099999973913;14.8799999918383;16.4899999840494
5;7;31;18;45;36.4099999673926;42.0699999863578;40.4100000011353;45.9999999906942;7.90999999356041;6.83999999638936;12.0299999963149;9.77999999050812;11.7499999911781
5;7;31;19;15;31.87;30.13;26;26.8;5.37;4.86;8.77;6.46;6.74
5;7;31;19;45;21.7200000378269;21.2400000331311;18.4800000280254;19.3800000276527;-0.429999978384656;-0.209999981105208;2.47000002347874;2.4200000150562;2.4500000159879
5;7;31;20;15;15.129999987735;14.7299999878839;13.3999999905453;14.129999990229;-1.76000000247533;-0.0999999997952733;1.4299999980644;0.619999996649926;0.789999996910488
5;7;31;20;45;8.21;7.86;7.52;7.66;-2.99;-0.32;0.49;-1;-1.05
5;7;31;21;15;6.00000000823619;6.00000000693182;5.67000000689455;5.73000000719269;-3.19999999921738;-1.13999999694404;0.190000001118035;-1.68999999742852;-1.99999999645956
5;7;31;21;45;4.61999999743161;4.33999999691049;4.13999999715244;4.54999999780384;-5.99000000519261;-4.81000000683043;-1.58000000329424;-4.54000000530428;-5.10000000576957
5;7;31;22;15;4.07;4;4;4.07;-6.92;-6.72;-2.67;-6.32;-7.07
5;7;31;22;45;4.07;4;4;4.07;1.81999996742791;2.77999996459556;3.54999997681941;1.27999997167645;0.429999972049124
5;7;31;23;15;4.13000000011167;4;4;4.13000000011167;2.1700000006514;2.57999999962777;3.7200000003164;1.23999999992555;0.440000000018612
5;7;31;23;45;3.99999999975805;4;4;3.99999999975805;-0.720000005378729;-0.210000005192614;1.42999999573796;-1.11000000437371;-2.12000000476455
5;8;1;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;1;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;2;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;3;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;4;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;8;5;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
