year;month;day;hour;minute;Par1;Par2;Par3;Par4;Rnet1;Rnet2;Rnet3;Rnet4;Rnet5
5;3;28;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;28;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;29;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;30;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;3;31;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;1;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;8;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;9;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;9;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;10;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;10;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;11;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;11;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;12;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;12;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;13;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;13;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;14;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;14;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;15;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;15;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;16;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;16;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;17;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;17;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;18;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;18;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;19;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;19;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;20;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;20;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;21;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;21;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;22;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;22;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;23;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;2;23;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;0;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;0;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;1;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;1;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;2;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;2;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;3;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;3;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;4;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;4;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;5;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;5;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;6;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;6;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;7;45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;4;3;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
